Provider_name,Department,Researcher_Type,Profile_link,Provider_all_top_concepts,This_Concept,Publication_num,Pub_Range,Range_length,Last_Pub_year,Average
"Mark Lee Barr, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/192233,https://profiles.sc-ctsi.org/display/192233/network/researchareas/timeline, Waiting Lists,8, 2004-2013,9,2013,2007
"Mark Lee Barr, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/192233,https://profiles.sc-ctsi.org/display/192233/network/researchareas/timeline, Tissue and Organ Procurement,8, 2004-2021,17,2021,2009
"Mark Lee Barr, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/192233,https://profiles.sc-ctsi.org/display/192233/network/researchareas/timeline, Resource Allocation,3, 2004-2015,11,2015,2010
"Mark Lee Barr, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/192233,https://profiles.sc-ctsi.org/display/192233/network/researchareas/timeline, Physical Education and Training,1, 2011-2011,1,2011,2011
"Mark Lee Barr, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/192233,https://profiles.sc-ctsi.org/display/192233/network/researchareas/timeline, Health Care Rationing,1, 2015-2015,1,2015,2014
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline,Cardiac-Gated Imaging Techniques,1, 2012-2012,1,2012,2011
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline," Catheterization, Central Venous",1, 2012-2012,1,2012,2011
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline, Foreign Bodies,1, 2012-2012,1,2012,2011
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline," Magnetic Resonance Imaging, Interventional",1, 2012-2012,1,2012,2011
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline, Pulmonary Artery,1, 2012-2012,1,2012,2011
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline, Contrast Media,3, 2012-2020,8,2020,2016
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline, Vascular System Injuries,1, 2016-2016,1,2016,2016
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline, Laparotomy,1, 2016-2016,1,2016,2016
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline, Abdominal Injuries,4, 2016-2019,3,2019,2017
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline, Multidetector Computed Tomography,4, 2016-2019,3,2019,2017
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline, Peptic Ulcer,1, 2017-2017,1,2017,2017
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline," Wounds, Nonpenetrating",4, 2016-2021,5,2021,2018
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline," Tomography, X-Ray Computed",5, 2016-2021,5,2021,2019
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline, Abdomen,1, 2019-2019,1,2019,2019
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline, Pelvis,1, 2019-2019,1,2019,2019
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline, Ureter,1, 2019-2019,1,2019,2019
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline, Urinary Bladder,1, 2019-2019,1,2019,2019
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline, Urography,1, 2019-2019,1,2019,2019
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline," Emergency Service, Hospital",2, 2020-2021,1,2021,2020
"Armonde Baghdanian, MD",Radiology,Assistant Professor,https://researcherprofiles.org/profile/56419087,https://profiles.sc-ctsi.org/display/56419087/network/researchareas/timeline, Spleen,1, 2021-2021,1,2021,2021
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline,Kidney,3, 1978-2015,37,2015,2002
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline, beta-Alanine,1, 2013-2013,1,2013,2013
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline, Renal Dialysis,2, 2013-2013,1,2013,2013
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline," Renal Insufficiency, Chronic",1, 2013-2013,1,2013,2013
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline, Pancreas Transplantation,1, 2017-2017,1,2017,2017
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline, Autoantibodies,2, 2017-2017,1,2017,2017
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline, Vimentin,1, 2017-2017,1,2017,2017
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline, Kidney Transplantation,4, 2017-2020,3,2020,2018
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline, Bone Diseases,1, 2019-2019,1,2019,2019
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline, Calcimimetic Agents,1, 2019-2019,1,2019,2019
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline, Hyperparathyroidism,1, 2019-2019,1,2019,2019
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline," Hyperparathyroidism, Secondary",1, 2019-2019,1,2019,2019
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline, Parathyroidectomy,1, 2019-2019,1,2019,2019
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline," Transplantation, Homologous",1, 2019-2019,1,2019,2019
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline, Health Promotion,1, 2020-2020,1,2020,2020
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline, Living Donors,1, 2020-2020,1,2020,2020
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline, Organ Transplantation,4, 2019-2022,3,2022,2021
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline, Transplant Recipients,4, 2019-2022,3,2022,2021
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline, Dermatology,1, 2021-2021,1,2021,2021
"Thin Thin Maw, MBBS",Medicine,Associate Professor,https://researcherprofiles.org/profile/178109,https://profiles.sc-ctsi.org/display/178109/network/researchareas/timeline," Antibodies, Neutralizing",1, 2022-2022,1,2022,2022
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline,Graft Rejection,16, 1993-2017,24,2017,2004
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline, Hepatectomy,10, 1988-2020,32,2020,2005
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline, Liver Transplantation,58, 1988-2022,34,2022,2008
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline, Graft Survival,16, 1985-2021,36,2021,2008
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline, Kidney Transplantation,8, 1991-2020,29,2020,2008
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline, Liver Neoplasms,14, 1994-2020,26,2020,2009
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline, Sirolimus,5, 2006-2013,7,2013,2011
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline, Tissue and Organ Procurement,9, 1994-2021,27,2021,2012
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline, Living Donors,18, 2003-2021,18,2021,2014
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline," Hepatitis C, Chronic",3, 2011-2020,9,2020,2014
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline, Neoplastic Stem Cells,6, 2012-2020,8,2020,2016
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline, Self-Injurious Behavior,1, 2016-2016,1,2016,2016
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline, End Stage Liver Disease,5, 2013-2021,8,2021,2017
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline, Suicidal Ideation,3, 2016-2022,6,2022,2019
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline," Surgery Department, Hospital",1, 2020-2020,1,2020,2020
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline, Pandemics,4, 2020-2022,2,2022,2020
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline, Eligibility Determination,1, 2021-2021,1,2021,2021
"Linda S. Sher, MD",Surgery,Professor,https://researcherprofiles.org/profile/176993,https://profiles.sc-ctsi.org/display/176993/network/researchareas/timeline," Obesity, Morbid",1, 2021-2021,1,2021,2021
"Robert Rick Selby, MD",Surgery,Professor,https://researcherprofiles.org/profile/192541,https://profiles.sc-ctsi.org/display/192541/network/researchareas/timeline,"Carcinoma, Hepatocellular",7, 1991-2017,26,2017,1997
"Robert Rick Selby, MD",Surgery,Professor,https://researcherprofiles.org/profile/192541,https://profiles.sc-ctsi.org/display/192541/network/researchareas/timeline, Liver Transplantation,35, 1991-2018,27,2018,1998
"Robert Rick Selby, MD",Surgery,Professor,https://researcherprofiles.org/profile/192541,https://profiles.sc-ctsi.org/display/192541/network/researchareas/timeline, Tissue and Organ Procurement,7, 1991-2006,15,2006,2001
"Robert Rick Selby, MD",Surgery,Professor,https://researcherprofiles.org/profile/192541,https://profiles.sc-ctsi.org/display/192541/network/researchareas/timeline, Graft Survival,14, 1991-2017,26,2017,2002
"Robert Rick Selby, MD",Surgery,Professor,https://researcherprofiles.org/profile/192541,https://profiles.sc-ctsi.org/display/192541/network/researchareas/timeline, Liver Diseases,6, 1991-2020,29,2020,2002
"Robert Rick Selby, MD",Surgery,Professor,https://researcherprofiles.org/profile/192541,https://profiles.sc-ctsi.org/display/192541/network/researchareas/timeline," Echinococcosis, Hepatic",1, 2002-2002,1,2002,2002
"Robert Rick Selby, MD",Surgery,Professor,https://researcherprofiles.org/profile/192541,https://profiles.sc-ctsi.org/display/192541/network/researchareas/timeline, Living Donors,5, 2000-2007,7,2007,2003
"Robert Rick Selby, MD",Surgery,Professor,https://researcherprofiles.org/profile/192541,https://profiles.sc-ctsi.org/display/192541/network/researchareas/timeline, Tissue Donors,7, 1993-2008,15,2008,2004
"Robert Rick Selby, MD",Surgery,Professor,https://researcherprofiles.org/profile/192541,https://profiles.sc-ctsi.org/display/192541/network/researchareas/timeline," Glomerulosclerosis, Focal Segmental",1, 2005-2005,1,2005,2005
"Robert Rick Selby, MD",Surgery,Professor,https://researcherprofiles.org/profile/192541,https://profiles.sc-ctsi.org/display/192541/network/researchareas/timeline, Kidney Transplantation,9, 2000-2007,7,2007,2005
"Robert Rick Selby, MD",Surgery,Professor,https://researcherprofiles.org/profile/192541,https://profiles.sc-ctsi.org/display/192541/network/researchareas/timeline," Cholangiopancreatography, Endoscopic Retrograde",3, 2000-2015,15,2015,2006
"Robert Rick Selby, MD",Surgery,Professor,https://researcherprofiles.org/profile/192541,https://profiles.sc-ctsi.org/display/192541/network/researchareas/timeline, Brain Death,1, 2006-2006,1,2006,2006
